enrollment_date,gender,age,enrollment_status,aadhaar_generated,region_code,district
2025-05-17,Other,94,Verified,False,TN-CHN,Lucknow
2025-04-08,Male,69,Verified,False,KA-MYS,Agra
2025-12-17,Male,23,Verified,False,UP-AGR,Chennai
2024-04-27,Male,31,Generated,True,DL-NDL,Pune
2025-08-03,Female,94,Generated,True,MH-MUM,Agra
2025-02-22,Female,71,Rejected,False,UP-AGR,Nashik
2025-03-05,Female,49,Rejected,False,KA-MYS,Coimbatore
2024-09-18,Male,77,Verified,False,MH-NSK,Bengaluru
2024-06-12,Other,13,Verified,False,DL-NDL,Chennai
2025-11-18,Male,56,Generated,True,DL-NDL,Mysuru
2024-06-19,Female,95,Verified,False,UP-AGR,Coimbatore
2026-04-11,Male,21,Verified,False,UP-AGR,Agra
2024-08-30,Female,17,Verified,False,MH-MUM,Lucknow
2025-08-12,Other,42,Rejected,False,TN-CBE,Mumbai
2025-01-08,Female,68,Verified,False,DL-NDL,Nashik
2024-11-12,Male,77,Pending,False,MH-PUN,Coimbatore
2025-12-21,Male,91,Pending,False,TN-CHN,Chennai
2025-04-23,Other,83,Verified,False,MH-PUN,Nashik
2024-11-27,Other,88,Verified,False,KA-MYS,Lucknow
2025-05-24,Male,63,Verified,False,MH-MUM,Agra
2024-11-24,Male,83,Verified,False,MH-PUN,Mumbai
2025-02-25,Other,86,Verified,False,KA-MYS,Pune
2025-02-14,Male,11,Generated,True,MH-MUM,Lucknow
2026-03-17,Female,81,Generated,True,DL-NDL,Chennai
2025-10-20,Female,95,Rejected,False,TN-CHN,Mumbai
2025-11-08,Other,20,Verified,False,DL-NDL,Chennai
2025-07-07,Male,34,Verified,False,MH-MUM,Bengaluru
2025-01-06,Female,82,Verified,False,MH-PUN,Lucknow
2026-02-02,Male,27,Verified,False,MH-MUM,Pune
2024-07-23,Female,14,Verified,False,KA-MYS,Chennai
2025-01-01,Male,19,Verified,False,TN-CHN,New Delhi
2025-11-10,Other,81,Verified,False,MH-PUN,Pune
2024-12-25,Other,72,Generated,True,TN-CHN,Coimbatore
2024-05-23,Other,24,Generated,True,KA-MYS,Nashik
2025-11-08,Male,21,Verified,False,TN-CHN,Lucknow
2024-06-12,Other,56,Pending,False,UP-LKO,Bengaluru
2026-04-04,Female,51,Verified,False,KA-MYS,Mysuru
2025-01-11,Other,91,Verified,False,UP-AGR,Mumbai
2026-01-31,Female,69,Verified,False,KA-MYS,Agra
2026-01-26,Male,48,Verified,False,MH-PUN,Pune
2025-12-06,Other,69,Generated,True,KA-BLR,Bengaluru
2025-05-14,Other,57,Rejected,False,DL-NDL,Coimbatore
2025-09-12,Female,44,Pending,False,MH-NSK,Nashik
2025-06-16,Male,74,Pending,False,KA-MYS,Pune
2025-08-23,Male,81,Rejected,False,MH-PUN,New Delhi
2025-11-02,Male,33,Rejected,False,MH-MUM,Nashik
2025-06-17,Female,78,Rejected,False,DL-NDL,Nashik
2025-06-12,Male,90,Generated,True,UP-LKO,Mumbai
2025-06-30,Female,74,Verified,False,KA-BLR,New Delhi
2024-05-12,Other,65,Verified,False,DL-NDL,Coimbatore
2024-06-19,Male,81,Rejected,False,KA-MYS,Agra
2024-12-11,Female,60,Pending,False,KA-BLR,New Delhi
2025-02-02,Other,30,Pending,False,MH-PUN,Lucknow
2025-12-25,Female,22,Generated,True,UP-LKO,Nashik
2025-11-08,Male,48,Generated,True,MH-MUM,Coimbatore
2026-02-28,Other,22,Verified,False,UP-AGR,New Delhi
2025-09-16,Male,52,Rejected,False,MH-PUN,Agra
2025-02-01,Female,90,Verified,False,KA-MYS,Coimbatore
2025-07-08,Female,5,Rejected,False,MH-NSK,New Delhi
2026-04-16,Female,67,Verified,False,MH-MUM,Coimbatore
2024-08-01,Male,81,Generated,True,MH-PUN,New Delhi
2024-10-10,Female,82,Verified,False,DL-NDL,Mumbai
2025-11-09,Female,26,Rejected,False,MH-NSK,Lucknow
2025-04-26,Female,34,Verified,False,MH-PUN,Mumbai
2024-09-16,Other,46,Verified,False,KA-MYS,Mumbai
2024-12-25,Other,72,Rejected,False,TN-CHN,Bengaluru
2024-12-01,Female,10,Verified,False,MH-MUM,Coimbatore
2025-01-30,Male,33,Rejected,False,KA-BLR,Chennai
2024-04-22,Female,24,Verified,False,DL-NDL,Lucknow
2024-11-29,Male,60,Generated,True,MH-NSK,Mysuru
2025-06-11,Male,44,Verified,False,UP-LKO,Coimbatore
2025-08-29,Male,11,Pending,False,KA-MYS,Agra
2025-07-27,Male,95,Generated,True,UP-LKO,Pune
2025-10-07,Female,30,Rejected,False,UP-AGR,Mumbai
2024-09-13,Male,48,Generated,True,KA-MYS,New Delhi
2024-06-29,Male,91,Pending,False,MH-NSK,Nashik
2024-09-19,Other,23,Rejected,False,MH-PUN,Agra
2026-03-11,Male,7,Generated,True,MH-NSK,Chennai
2024-08-01,Other,56,Rejected,False,DL-NDL,Chennai
2024-08-25,Male,28,Rejected,False,KA-MYS,Chennai
2024-10-07,Male,71,Pending,False,MH-NSK,Lucknow
2025-04-21,Female,86,Generated,True,MH-PUN,Lucknow
2025-07-26,Female,43,Rejected,False,MH-PUN,Lucknow
2024-10-02,Female,85,Generated,True,MH-PUN,Bengaluru
2024-08-09,Other,27,Verified,False,DL-NDL,Lucknow
2024-12-07,Female,22,Verified,False,TN-CBE,Pune
2025-03-09,Female,39,Verified,False,KA-MYS,New Delhi
2025-08-19,Male,33,Verified,False,UP-LKO,Chennai
2025-03-18,Other,85,Generated,True,TN-CBE,Pune
2025-07-21,Other,29,Verified,False,MH-PUN,Nashik
2026-03-04,Other,59,Rejected,False,MH-NSK,Pune
2025-07-31,Female,27,Rejected,False,TN-CHN,Pune
2024-08-11,Male,83,Generated,True,DL-NDL,Lucknow
2025-02-22,Female,42,Verified,False,MH-NSK,Mumbai
2024-10-03,Other,15,Verified,False,MH-NSK,Pune
2025-02-04,Female,88,Verified,False,KA-BLR,Bengaluru
2025-12-08,Female,58,Verified,False,MH-MUM,Nashik
2025-07-30,Female,75,Generated,True,MH-PUN,Pune
2025-05-22,Female,28,Verified,False,MH-NSK,Mumbai
2026-04-06,Male,12,Verified,False,MH-MUM,Agra
2026-02-24,Female,68,Generated,True,DL-NDL,Bengaluru
2026-03-17,Female,94,Verified,False,KA-BLR,Bengaluru
2025-05-26,Female,44,Rejected,False,UP-AGR,Lucknow
2026-03-21,Male,72,Verified,False,DL-NDL,Lucknow
2025-06-24,Male,62,Verified,False,KA-BLR,Coimbatore
2025-02-28,Female,20,Rejected,False,KA-BLR,Lucknow
2024-12-28,Female,30,Pending,False,KA-BLR,Coimbatore
2025-12-02,Male,81,Pending,False,MH-PUN,Mumbai
2025-01-06,Other,54,Verified,False,TN-CHN,Mumbai
2024-10-28,Other,11,Verified,False,MH-PUN,Mysuru
2025-04-14,Male,86,Verified,False,KA-MYS,Bengaluru
2024-11-09,Female,20,Verified,False,MH-PUN,Pune
2025-06-06,Male,91,Verified,False,DL-NDL,Mumbai
2024-08-05,Female,56,Rejected,False,TN-CBE,Pune
2025-01-04,Other,84,Generated,True,MH-PUN,Bengaluru
2025-02-26,Male,61,Generated,True,TN-CHN,Lucknow
2025-08-05,Female,51,Verified,False,UP-LKO,Bengaluru
2025-07-19,Female,89,Verified,False,KA-BLR,Agra
2024-07-01,Other,32,Pending,False,MH-MUM,Bengaluru
2025-05-15,Male,55,Generated,True,DL-NDL,Agra
2025-01-04,Other,75,Verified,False,KA-MYS,Bengaluru
2026-03-19,Female,34,Verified,False,DL-NDL,Agra
2024-08-25,Other,25,Verified,False,UP-AGR,Mumbai
2026-03-23,Other,49,Verified,False,KA-BLR,New Delhi
2024-08-13,Other,26,Rejected,False,TN-CHN,Bengaluru
2025-06-09,Male,94,Pending,False,UP-AGR,Pune
2025-10-16,Male,38,Verified,False,KA-BLR,Mysuru
2026-01-19,Female,69,Verified,False,MH-PUN,Lucknow
2025-01-15,Male,43,Rejected,False,TN-CHN,Mysuru
2025-10-09,Male,80,Rejected,False,MH-PUN,Mumbai
2025-05-30,Female,14,Verified,False,DL-NDL,Pune
2024-07-14,Other,52,Verified,False,KA-BLR,Agra
2024-09-23,Other,12,Pending,False,UP-AGR,Chennai
2025-12-21,Female,10,Pending,False,UP-AGR,Mumbai
2025-10-21,Male,77,Verified,False,MH-NSK,Mumbai
2026-04-16,Other,28,Rejected,False,TN-CBE,New Delhi
2025-03-29,Other,86,Generated,True,MH-PUN,Lucknow
2025-11-23,Male,10,Verified,False,KA-BLR,Lucknow
2025-06-11,Other,48,Generated,True,TN-CBE,Mumbai
2025-03-30,Female,28,Rejected,False,MH-PUN,Pune
2025-08-16,Male,16,Pending,False,MH-MUM,Agra
2026-02-04,Male,95,Verified,False,DL-NDL,Nashik
2024-06-16,Female,22,Verified,False,UP-AGR,New Delhi
2024-11-25,Male,84,Generated,True,TN-CBE,Coimbatore
2025-07-19,Male,40,Verified,False,DL-NDL,Nashik
2024-09-25,Other,16,Rejected,False,DL-NDL,Mumbai
2025-02-03,Other,20,Generated,True,KA-BLR,Coimbatore
2025-02-11,Other,5,Verified,False,MH-MUM,Mumbai
2025-10-21,Male,38,Generated,True,MH-MUM,Chennai
2024-10-30,Male,72,Generated,True,KA-MYS,Mysuru
2026-04-04,Other,45,Verified,False,UP-LKO,Mumbai
2026-02-14,Other,44,Rejected,False,UP-AGR,Agra
2024-12-04,Female,11,Pending,False,KA-MYS,Coimbatore
2024-11-20,Male,8,Verified,False,DL-NDL,New Delhi
2025-12-26,Other,63,Generated,True,UP-LKO,Mysuru
2024-06-08,Other,74,Pending,False,UP-AGR,Bengaluru
2024-11-08,Male,33,Verified,False,TN-CBE,Coimbatore
2025-02-06,Male,84,Rejected,False,UP-LKO,New Delhi
2024-06-26,Male,65,Verified,False,TN-CBE,Nashik
2025-02-18,Male,70,Verified,False,UP-AGR,Mysuru
2026-02-03,Male,85,Generated,True,UP-LKO,Bengaluru
2025-05-22,Male,9,Generated,True,UP-LKO,Lucknow
2026-03-05,Female,37,Generated,True,UP-LKO,Chennai
2024-06-09,Male,56,Verified,False,UP-LKO,Mumbai
2024-05-23,Other,45,Rejected,False,MH-MUM,Agra
2024-09-18,Other,79,Pending,False,TN-CBE,Agra
2025-10-13,Male,36,Rejected,False,MH-PUN,Mysuru
2025-03-26,Other,86,Verified,False,TN-CBE,Agra
2025-12-31,Other,71,Verified,False,KA-MYS,Agra
2025-03-13,Female,84,Generated,True,TN-CHN,Coimbatore
2025-04-03,Male,93,Verified,False,TN-CHN,Agra
2025-08-18,Other,65,Verified,False,UP-LKO,New Delhi
2026-03-11,Female,81,Rejected,False,UP-AGR,Mysuru
2025-12-08,Male,7,Verified,False,KA-BLR,Coimbatore
2026-01-23,Female,27,Pending,False,UP-LKO,Lucknow
2024-06-01,Female,57,Generated,True,TN-CHN,New Delhi
2024-05-25,Other,43,Verified,False,DL-NDL,New Delhi
2026-01-03,Male,25,Pending,False,KA-BLR,Nashik
2025-03-07,Female,88,Verified,False,MH-PUN,Bengaluru
2024-12-12,Other,29,Verified,False,UP-AGR,Agra
2025-11-02,Other,80,Rejected,False,DL-NDL,Lucknow
2026-01-10,Male,15,Generated,True,MH-NSK,Chennai
2025-01-31,Female,68,Verified,False,KA-MYS,Nashik
2025-08-05,Male,69,Generated,True,DL-NDL,Mumbai
2024-09-03,Other,42,Rejected,False,UP-AGR,Coimbatore
2025-01-10,Male,92,Rejected,False,TN-CBE,Chennai
2025-04-28,Female,68,Verified,False,UP-LKO,Mumbai
2024-05-28,Other,79,Pending,False,UP-AGR,New Delhi
2026-04-14,Male,14,Rejected,False,TN-CHN,Chennai
2024-08-31,Male,57,Generated,True,MH-MUM,Mumbai
2025-06-21,Other,6,Verified,False,KA-BLR,New Delhi
2025-09-07,Other,19,Pending,False,MH-MUM,Nashik
2025-05-20,Female,7,Verified,False,TN-CBE,Mysuru
2025-11-11,Female,16,Verified,False,DL-NDL,Mysuru
2025-08-20,Male,95,Rejected,False,UP-LKO,Chennai
2026-01-16,Other,37,Rejected,False,KA-BLR,Coimbatore
2025-11-03,Other,95,Rejected,False,TN-CBE,Mysuru
2024-09-29,Other,31,Generated,True,UP-AGR,Agra
2025-06-21,Other,38,Verified,False,UP-LKO,Mysuru
2025-04-19,Male,83,Generated,True,TN-CBE,Chennai
2024-12-31,Other,31,Generated,True,KA-MYS,Nashik
2025-09-14,Female,10,Generated,True,TN-CHN,Bengaluru
2025-11-14,Female,11,Verified,False,UP-LKO,New Delhi
2024-07-24,Female,18,Verified,False,MH-NSK,Mysuru
2025-09-25,Female,35,Verified,False,KA-MYS,Pune
2024-12-18,Other,71,Verified,False,UP-AGR,Mumbai
2026-02-07,Male,90,Generated,True,TN-CHN,Chennai
2025-11-18,Female,59,Rejected,False,KA-MYS,Coimbatore
2024-10-01,Male,54,Generated,True,KA-MYS,Pune
2025-08-02,Other,6,Verified,False,KA-MYS,Chennai
2025-03-24,Other,91,Verified,False,MH-NSK,Lucknow
2026-01-25,Male,64,Pending,False,UP-LKO,Mumbai
2026-01-25,Female,12,Verified,False,MH-PUN,New Delhi
2025-12-30,Female,68,Verified,False,TN-CHN,Pune
2025-09-23,Male,83,Verified,False,KA-BLR,Mumbai
2024-08-05,Female,87,Rejected,False,UP-AGR,Lucknow
2025-10-12,Male,26,Verified,False,UP-LKO,Bengaluru
2025-02-25,Male,8,Rejected,False,KA-MYS,Chennai
2025-10-06,Male,39,Rejected,False,UP-LKO,New Delhi
2025-12-24,Female,48,Verified,False,KA-MYS,Pune
2024-11-11,Other,67,Verified,False,UP-AGR,Chennai
2024-11-09,Other,62,Rejected,False,KA-MYS,Chennai
2024-07-07,Other,34,Verified,False,TN-CHN,Lucknow
2026-01-14,Male,80,Verified,False,DL-NDL,Mysuru
2025-01-09,Other,68,Pending,False,MH-MUM,New Delhi
2025-03-09,Male,76,Generated,True,MH-MUM,Lucknow
2025-05-21,Male,48,Generated,True,UP-AGR,Coimbatore
2025-09-06,Male,72,Verified,False,TN-CBE,Chennai
2025-01-27,Male,43,Verified,False,KA-BLR,Coimbatore
2026-01-30,Other,18,Generated,True,KA-MYS,Bengaluru
2026-02-19,Male,50,Verified,False,MH-MUM,Bengaluru
2025-05-02,Male,71,Generated,True,UP-LKO,Nashik
2024-12-24,Other,60,Pending,False,DL-NDL,New Delhi
2026-04-17,Other,57,Rejected,False,UP-LKO,Coimbatore
2026-03-26,Male,90,Verified,False,KA-BLR,Bengaluru
2025-12-13,Female,69,Rejected,False,MH-MUM,Lucknow
2025-02-18,Female,26,Rejected,False,KA-MYS,Pune
2025-03-12,Other,79,Rejected,False,DL-NDL,Coimbatore
2024-06-25,Other,55,Pending,False,TN-CBE,Lucknow
2025-11-12,Male,94,Generated,True,DL-NDL,Agra
2024-12-20,Other,11,Verified,False,KA-MYS,Coimbatore
2025-07-07,Female,89,Rejected,False,KA-MYS,Agra
2025-05-25,Female,82,Rejected,False,MH-PUN,Bengaluru
2025-09-10,Other,17,Verified,False,TN-CHN,Mysuru
2024-06-29,Male,48,Rejected,False,MH-PUN,New Delhi
2025-02-09,Other,79,Pending,False,TN-CHN,Agra
2025-03-07,Other,94,Verified,False,KA-BLR,Coimbatore
2024-10-12,Female,36,Generated,True,DL-NDL,Pune
2025-05-20,Male,23,Verified,False,MH-PUN,Chennai
2024-10-30,Female,43,Rejected,False,UP-AGR,Nashik
2025-08-22,Male,26,Generated,True,TN-CBE,Nashik
2024-10-11,Female,92,Verified,False,KA-MYS,Chennai
2024-10-04,Other,47,Verified,False,MH-NSK,Mysuru
2024-06-21,Male,15,Rejected,False,UP-AGR,Agra
2024-07-18,Male,68,Rejected,False,UP-AGR,Pune
2026-02-17,Other,91,Generated,True,DL-NDL,Coimbatore
2026-01-06,Male,31,Verified,False,TN-CHN,Bengaluru
2026-01-11,Male,58,Verified,False,KA-BLR,Mumbai
2025-07-07,Female,41,Pending,False,TN-CBE,Pune
2024-06-29,Male,14,Verified,False,DL-NDL,Nashik
2024-09-14,Female,78,Rejected,False,UP-LKO,Chennai
2024-05-11,Male,87,Pending,False,TN-CBE,Nashik
2025-11-28,Other,43,Generated,True,DL-NDL,Pune
2025-03-15,Female,94,Pending,False,MH-PUN,Mumbai
2025-04-07,Other,80,Verified,False,TN-CBE,Nashik
2026-04-12,Other,10,Generated,True,MH-MUM,Coimbatore
2025-05-29,Other,23,Generated,True,KA-BLR,New Delhi
2025-02-18,Other,25,Verified,False,DL-NDL,Nashik
2025-06-08,Male,85,Rejected,False,KA-MYS,Mysuru
2024-08-26,Male,35,Pending,False,MH-MUM,Mysuru
2024-05-12,Female,13,Verified,False,TN-CBE,Mysuru
2025-08-06,Male,10,Verified,False,UP-AGR,New Delhi
2024-12-03,Male,91,Pending,False,MH-NSK,Bengaluru
2025-10-16,Female,76,Verified,False,KA-BLR,Mumbai
2025-11-30,Male,93,Rejected,False,MH-NSK,Mysuru
2025-09-01,Male,90,Verified,False,MH-MUM,Agra
2025-11-20,Other,86,Verified,False,UP-AGR,Mumbai
2026-01-21,Female,64,Verified,False,TN-CHN,Lucknow
2025-01-22,Other,27,Verified,False,MH-NSK,Nashik
2024-07-16,Other,9,Verified,False,TN-CBE,New Delhi
2024-11-08,Female,52,Rejected,False,DL-NDL,Coimbatore
2024-06-03,Male,28,Verified,False,UP-AGR,New Delhi
2025-02-20,Male,54,Verified,False,MH-NSK,Nashik
2024-05-28,Male,20,Generated,True,TN-CBE,Nashik
2024-06-18,Other,27,Generated,True,MH-MUM,Bengaluru
2026-01-24,Male,95,Verified,False,MH-PUN,Agra
2024-11-05,Other,63,Verified,False,KA-MYS,Chennai
2025-03-07,Male,74,Verified,False,TN-CBE,New Delhi
2025-04-17,Male,42,Generated,True,UP-AGR,New Delhi
2024-05-05,Other,71,Rejected,False,UP-AGR,Mumbai
2026-03-21,Male,19,Verified,False,UP-AGR,Agra
2025-09-03,Female,73,Verified,False,UP-AGR,Coimbatore
2025-07-04,Female,29,Verified,False,KA-MYS,Chennai
2025-02-23,Male,57,Verified,False,UP-AGR,Lucknow
2025-09-29,Male,13,Generated,True,MH-MUM,Coimbatore
2025-12-18,Male,88,Verified,False,KA-BLR,Lucknow
2025-09-06,Female,78,Verified,False,TN-CBE,New Delhi
2025-05-08,Female,65,Generated,True,KA-BLR,Pune
2026-03-25,Female,41,Rejected,False,MH-NSK,Lucknow
2024-05-22,Female,36,Verified,False,UP-AGR,Bengaluru
2026-03-27,Other,55,Rejected,False,UP-AGR,Mysuru
2026-04-19,Other,22,Generated,True,DL-NDL,Coimbatore
2026-02-10,Female,54,Verified,False,UP-AGR,Mysuru
2025-05-10,Other,13,Generated,True,DL-NDL,Mumbai
2025-04-02,Female,53,Verified,False,TN-CBE,Agra
2025-04-13,Other,63,Pending,False,TN-CBE,Lucknow
2026-03-25,Other,44,Verified,False,DL-NDL,Agra
2024-12-12,Female,25,Verified,False,UP-LKO,Chennai
2026-03-30,Male,53,Verified,False,UP-LKO,Bengaluru
2024-04-23,Other,8,Pending,False,TN-CHN,Nashik
2026-01-10,Other,54,Verified,False,KA-MYS,Lucknow
2025-10-23,Other,59,Rejected,False,MH-NSK,Mysuru
2026-02-18,Other,25,Verified,False,UP-AGR,Pune
2025-07-14,Male,38,Pending,False,UP-AGR,Coimbatore
2025-09-19,Female,12,Generated,True,UP-AGR,Bengaluru
2024-10-22,Other,54,Verified,False,MH-PUN,Coimbatore
2026-01-01,Other,66,Rejected,False,MH-NSK,New Delhi
2025-05-02,Female,55,Generated,True,DL-NDL,Mysuru
2024-10-03,Other,45,Verified,False,KA-BLR,Coimbatore
2025-03-30,Other,29,Rejected,False,DL-NDL,New Delhi
2024-08-11,Female,17,Generated,True,TN-CHN,Mysuru
2026-01-30,Other,19,Generated,True,KA-BLR,Chennai
2024-05-08,Male,52,Verified,False,KA-MYS,Chennai
2024-07-15,Male,89,Verified,False,MH-PUN,Coimbatore
2026-02-13,Other,83,Generated,True,KA-MYS,Coimbatore
2025-08-31,Other,19,Verified,False,UP-AGR,Nashik
2025-04-05,Male,88,Pending,False,UP-LKO,Mumbai
2025-07-17,Other,20,Verified,False,UP-LKO,Lucknow
2024-06-10,Male,55,Generated,True,TN-CBE,Nashik
2026-01-02,Female,25,Verified,False,MH-PUN,Lucknow
2024-05-26,Male,86,Generated,True,MH-MUM,Coimbatore
2026-01-11,Other,11,Verified,False,UP-AGR,Agra
2025-03-06,Other,58,Verified,False,TN-CHN,Nashik
2025-12-17,Other,56,Generated,True,TN-CHN,Mumbai
2024-07-09,Female,85,Verified,False,MH-MUM,Lucknow
2024-10-10,Female,27,Generated,True,KA-BLR,New Delhi
2025-02-24,Male,80,Rejected,False,MH-NSK,Bengaluru
2025-11-08,Male,81,Pending,False,MH-PUN,Nashik
2026-04-10,Other,68,Generated,True,KA-BLR,Nashik
2024-05-24,Male,39,Verified,False,DL-NDL,Lucknow
2025-06-16,Female,40,Verified,False,UP-AGR,Pune
2025-06-05,Other,42,Verified,False,MH-NSK,Nashik
2025-01-02,Female,64,Generated,True,TN-CHN,Mumbai
2025-04-04,Female,94,Pending,False,MH-MUM,Lucknow
2025-09-04,Female,62,Rejected,False,KA-BLR,Lucknow
2024-09-29,Female,9,Verified,False,TN-CBE,New Delhi
2025-06-21,Other,80,Pending,False,TN-CHN,Lucknow
2025-08-24,Female,33,Verified,False,TN-CBE,Mumbai
2025-06-19,Other,50,Rejected,False,KA-BLR,Nashik
2024-04-28,Female,40,Verified,False,UP-AGR,New Delhi
2025-02-05,Female,33,Pending,False,MH-NSK,New Delhi
2026-02-13,Other,8,Verified,False,TN-CHN,New Delhi
2025-12-27,Female,92,Verified,False,MH-NSK,Lucknow
2024-08-04,Other,26,Rejected,False,DL-NDL,Coimbatore
2025-02-21,Female,29,Verified,False,MH-PUN,Agra
2024-06-19,Female,20,Generated,True,DL-NDL,Coimbatore
2024-08-19,Male,30,Verified,False,DL-NDL,New Delhi
2025-05-07,Other,31,Verified,False,TN-CBE,Chennai
2025-03-04,Other,8,Verified,False,MH-NSK,Agra
2026-01-25,Other,90,Verified,False,MH-PUN,Chennai
2025-02-12,Other,90,Rejected,False,KA-BLR,Mumbai
2024-07-15,Other,43,Rejected,False,MH-NSK,New Delhi
2025-10-02,Female,43,Generated,True,DL-NDL,Chennai
2024-05-02,Other,33,Generated,True,KA-BLR,New Delhi
2025-05-02,Other,71,Verified,False,DL-NDL,Mysuru
2024-11-02,Female,11,Verified,False,TN-CHN,Chennai
2025-04-01,Female,71,Generated,True,KA-BLR,Agra
2024-12-29,Male,49,Verified,False,MH-NSK,Nashik
2025-07-06,Other,21,Verified,False,TN-CBE,Bengaluru
2025-08-24,Female,64,Verified,False,KA-MYS,Mysuru
2026-01-11,Other,6,Rejected,False,TN-CHN,Bengaluru
2025-03-19,Male,50,Generated,True,MH-NSK,Chennai
2024-08-30,Male,62,Verified,False,MH-PUN,New Delhi
2026-02-20,Female,73,Pending,False,DL-NDL,Mysuru
2024-08-29,Male,51,Generated,True,MH-NSK,Mumbai
2025-03-14,Other,81,Generated,True,MH-NSK,Mumbai
2025-12-28,Other,40,Verified,False,MH-NSK,Mysuru
2025-10-17,Male,40,Rejected,False,TN-CHN,Chennai
2025-09-10,Other,13,Rejected,False,DL-NDL,Pune
2024-10-27,Other,55,Rejected,False,TN-CHN,New Delhi
2024-05-14,Other,30,Verified,False,UP-LKO,Agra
2024-09-17,Female,5,Verified,False,TN-CHN,New Delhi
2025-03-31,Female,61,Generated,True,KA-MYS,Agra
2026-01-10,Male,78,Verified,False,MH-PUN,Pune
2025-01-02,Other,22,Generated,True,MH-MUM,Lucknow
2025-11-27,Other,76,Generated,True,DL-NDL,Coimbatore
2024-09-13,Other,56,Rejected,False,MH-NSK,Agra
2025-12-18,Male,62,Verified,False,KA-MYS,Mumbai
2024-08-16,Male,70,Verified,False,UP-LKO,Pune
2025-01-14,Other,55,Verified,False,KA-MYS,Pune
2024-11-01,Female,34,Verified,False,TN-CHN,Agra
2026-01-19,Male,62,Verified,False,UP-LKO,Mumbai
2025-04-28,Other,91,Generated,True,KA-BLR,Mysuru
2025-04-24,Other,36,Verified,False,MH-MUM,New Delhi
2025-01-20,Other,18,Verified,False,DL-NDL,Mumbai
2025-05-25,Other,79,Generated,True,DL-NDL,Pune
2024-05-05,Female,15,Verified,False,MH-NSK,Bengaluru
2025-08-06,Other,26,Rejected,False,UP-AGR,Bengaluru
2025-02-22,Male,9,Verified,False,UP-LKO,Chennai
2025-09-21,Female,66,Verified,False,MH-MUM,Bengaluru
2025-11-24,Other,21,Generated,True,UP-LKO,Mysuru
2024-08-14,Other,40,Generated,True,KA-MYS,New Delhi
2024-12-21,Female,19,Generated,True,MH-PUN,Nashik
2026-03-31,Female,37,Verified,False,UP-LKO,Nashik
2024-11-23,Male,37,Verified,False,DL-NDL,Pune
2026-01-21,Male,39,Verified,False,TN-CHN,Mumbai
2025-03-28,Female,49,Rejected,False,KA-MYS,Agra
2025-08-12,Female,94,Rejected,False,KA-BLR,Coimbatore
2025-11-20,Other,58,Rejected,False,UP-LKO,Chennai
2024-08-28,Female,75,Verified,False,UP-LKO,Coimbatore
2025-08-22,Male,36,Verified,False,MH-PUN,Mysuru
2026-02-19,Other,84,Generated,True,KA-MYS,Mysuru
2024-11-08,Male,73,Pending,False,MH-PUN,Bengaluru
2025-03-10,Female,76,Generated,True,UP-AGR,Mumbai
2025-08-06,Female,31,Verified,False,MH-NSK,Chennai
2025-02-26,Other,38,Verified,False,MH-MUM,Lucknow
2025-01-06,Female,42,Generated,True,UP-AGR,Mysuru
2026-03-18,Female,12,Pending,False,MH-MUM,Nashik
2024-12-05,Female,80,Rejected,False,MH-MUM,Agra
2025-02-18,Other,78,Rejected,False,MH-PUN,Lucknow
2025-10-18,Female,84,Verified,False,UP-LKO,Nashik
2025-05-10,Other,36,Pending,False,KA-MYS,Lucknow
2025-08-11,Female,70,Rejected,False,TN-CBE,Chennai
2024-09-26,Male,31,Verified,False,KA-MYS,Mysuru
2024-09-21,Female,70,Verified,False,UP-LKO,Chennai
2025-09-29,Other,70,Rejected,False,MH-PUN,Pune
2024-07-06,Male,26,Generated,True,TN-CHN,Chennai
2026-03-26,Other,57,Pending,False,TN-CBE,Bengaluru
2025-10-15,Female,29,Generated,True,TN-CHN,Agra
2026-04-14,Female,78,Verified,False,KA-MYS,New Delhi
2025-02-14,Female,44,Generated,True,TN-CHN,Mumbai
2026-01-08,Female,13,Rejected,False,DL-NDL,Chennai
2025-04-04,Female,53,Verified,False,MH-PUN,New Delhi
2024-04-24,Male,11,Verified,False,TN-CHN,Bengaluru
2024-10-23,Female,50,Generated,True,UP-AGR,Agra
2024-09-12,Other,46,Rejected,False,DL-NDL,Pune
2026-01-07,Female,59,Verified,False,MH-NSK,Pune
2024-07-06,Male,41,Pending,False,TN-CHN,Mumbai
2025-02-21,Other,54,Verified,False,MH-PUN,Bengaluru
2026-04-05,Female,37,Rejected,False,MH-NSK,New Delhi
2025-11-21,Male,33,Verified,False,TN-CBE,Pune
2026-02-08,Male,5,Generated,True,MH-NSK,Agra
2025-10-09,Male,36,Rejected,False,KA-BLR,Mumbai
2025-12-02,Male,35,Verified,False,UP-LKO,Chennai
2026-03-13,Female,42,Rejected,False,TN-CHN,Nashik
2026-03-24,Male,82,Rejected,False,TN-CHN,Lucknow
2026-03-31,Male,13,Verified,False,MH-NSK,Coimbatore
2024-08-31,Male,23,Generated,True,UP-LKO,Pune
2024-12-17,Other,45,Verified,False,UP-AGR,Mumbai
2024-08-17,Other,14,Verified,False,TN-CBE,Mumbai
2025-06-11,Female,9,Verified,False,TN-CHN,Agra
2025-09-27,Male,29,Rejected,False,KA-MYS,Lucknow
2025-08-03,Other,44,Rejected,False,MH-MUM,Bengaluru
